"Date","Price","Open","High","Low","Change %"
"Feb 20, 2020","6.5731","6.5725","6.6031","6.5584","0.07%"
"Feb 19, 2020","6.5683","6.5445","6.5799","6.5313","0.44%"
"Feb 18, 2020","6.5396","6.5498","6.5806","6.5403","-0.09%"
"Feb 17, 2020","6.5456","6.5580","6.5733","6.5389","-0.08%"
"Feb 14, 2020","6.5511","6.5485","6.5834","6.5363","0.12%"
"Feb 13, 2020","6.5432","6.5724","6.5972","6.5419","-0.33%"
"Feb 12, 2020","6.5650","6.5674","6.6080","6.5415","-0.00%"
"Feb 11, 2020","6.5651","6.5584","6.6081","6.5469","0.14%"
"Feb 10, 2020","6.5556","6.5874","6.5981","6.5430","-0.39%"
"Feb 07, 2020","6.5814","6.5760","6.6377","6.5482","0.14%"
"Feb 06, 2020","6.5724","6.5807","6.5939","6.5630","-0.04%"
"Feb 05, 2020","6.5750","6.6045","6.6159","6.5727","-0.40%"
"Feb 04, 2020","6.6011","6.6185","6.6248","6.5836","-0.22%"
"Feb 03, 2020","6.6154","6.6357","6.6386","6.6039","-0.29%"
"Jan 31, 2020","6.6349","6.5889","6.6411","6.5789","0.83%"
"Jan 30, 2020","6.5802","6.5591","6.6079","6.5551","0.40%"
"Jan 29, 2020","6.5542","6.5474","6.5733","6.5316","0.16%"
"Jan 28, 2020","6.5440","6.5491","6.5611","6.5287","-0.06%"
"Jan 27, 2020","6.5480","6.5455","6.5679","6.5417","0.04%"
"Jan 24, 2020","6.5456","6.5602","6.5700","6.5396","-0.13%"
"Jan 23, 2020","6.5544","6.5695","6.5840","6.5422","-0.14%"
"Jan 22, 2020","6.5638","6.5813","6.5905","6.5531","-0.20%"
"Jan 21, 2020","6.5772","6.5607","6.5975","6.5558","0.31%"
"Jan 20, 2020","6.5568","6.5341","6.5701","6.5243","0.40%"
"Jan 17, 2020","6.5306","6.5256","6.5582","6.5087","0.17%"
"Jan 16, 2020","6.5192","6.5521","6.5757","6.5103","-0.47%"
"Jan 15, 2020","6.5498","6.5461","6.5670","6.5377","0.13%"
"Jan 14, 2020","6.5416","6.5335","6.5778","6.5237","0.26%"
"Jan 13, 2020","6.5247","6.5392","6.5440","6.5017","-0.16%"
"Jan 10, 2020","6.5349","6.5235","6.5477","6.5040","0.27%"
"Jan 09, 2020","6.5171","6.5627","6.5905","6.5014","-0.59%"
"Jan 08, 2020","6.5560","6.6610","6.6844","6.5542","-1.54%"
"Jan 07, 2020","6.6583","6.6823","6.6871","6.6463","-0.30%"
"Jan 06, 2020","6.6783","6.6699","6.6982","6.6571","0.21%"
"Jan 03, 2020","6.6645","6.6547","6.6821","6.6424","0.19%"
"Jan 02, 2020","6.6519","6.6673","6.6822","6.6472","-0.20%"
"Jan 01, 2020","6.6650","6.6697","6.6755","6.6625","-0.04%"
"Dec 31, 2019","6.6676","6.6610","6.6898","6.6558","0.18%"
"Dec 30, 2019","6.6556","6.6489","6.6709","6.6433","0.11%"
"Dec 27, 2019","6.6482","6.5849","6.6670","6.5802","1.06%"
"Dec 26, 2019","6.5784","6.5825","6.5946","6.5755","-0.03%"
"Dec 25, 2019","6.5802","6.5944","6.5998","6.5733","-0.18%"
"Dec 24, 2019","6.5921","6.5954","6.6059","6.5739","-0.01%"
"Dec 23, 2019","6.5930","6.5821","6.6015","6.5567","0.21%"
"Dec 20, 2019","6.5791","6.6084","6.6130","6.5510","-0.36%"
"Dec 19, 2019","6.6031","6.5856","6.6202","6.5644","0.35%"
"Dec 18, 2019","6.5798","6.5628","6.5966","6.5485","0.34%"
"Dec 17, 2019","6.5577","6.5185","6.5714","6.5118","0.69%"
"Dec 16, 2019","6.5129","6.4599","6.5315","6.4570","0.87%"
"Dec 13, 2019","6.4570","6.4455","6.5005","6.4376","0.23%"
"Dec 12, 2019","6.4419","6.4637","6.4752","6.4069","-0.30%"
"Dec 11, 2019","6.4614","6.4397","6.4689","6.4204","0.39%"
"Dec 10, 2019","6.4364","6.4295","6.4451","6.4134","0.19%"
"Dec 09, 2019","6.4241","6.3845","6.4411","6.3815","0.60%"
"Dec 06, 2019","6.3861","6.3834","6.4075","6.3678","0.11%"
"Dec 05, 2019","6.3792","6.3713","6.4004","6.3566","0.21%"
"Dec 04, 2019","6.3658","6.3639","6.3899","6.3465","0.07%"
"Dec 03, 2019","6.3616","6.3603","6.3917","6.3407","0.04%"
"Dec 02, 2019","6.3589","6.3298","6.3707","6.3133","0.47%"
"Nov 29, 2019","6.3292","6.3385","6.3844","6.3074","-0.01%"
"Nov 28, 2019","6.3296","6.3540","6.3686","6.3310","-0.37%"
"Nov 27, 2019","6.3534","6.3474","6.3720","6.3271","0.13%"
"Nov 26, 2019","6.3452","6.3239","6.3577","6.3118","0.49%"
"Nov 25, 2019","6.3141","6.2980","6.3407","6.2832","0.29%"
"Nov 22, 2019","6.2960","6.2998","6.3311","6.2877","0.05%"
"Nov 21, 2019","6.2931","6.3113","6.3283","6.2948","-0.21%"
"Nov 20, 2019","6.3062","6.3134","6.3360","6.2847","-0.10%"
"Nov 19, 2019","6.3122","6.3513","6.3643","6.3066","-0.54%"
"Nov 18, 2019","6.3462","6.3498","6.3678","6.3215","-0.02%"
"Nov 15, 2019","6.3475","6.3356","6.3665","6.3264","0.26%"
"Nov 14, 2019","6.3311","6.3177","6.3671","6.3135","0.23%"
"Nov 13, 2019","6.3167","6.3604","6.3692","6.3057","-0.65%"
"Nov 12, 2019","6.3583","6.3694","6.3815","6.3435","-0.08%"
"Nov 11, 2019","6.3636","6.3562","6.3943","6.3477","0.17%"
"Nov 08, 2019","6.3528","6.3555","6.3699","6.3286","0.05%"
"Nov 07, 2019","6.3497","6.3644","6.3795","6.3316","-0.13%"
"Nov 06, 2019","6.3579","6.3717","6.3995","6.3574","-0.13%"
"Nov 05, 2019","6.3662","6.3861","6.4010","6.3579","-0.28%"
"Nov 04, 2019","6.3838","6.3705","6.3981","6.3372","0.33%"
"Nov 01, 2019","6.3628","6.3718","6.4042","6.3583","0.00%"
"Oct 31, 2019","6.3627","6.3583","6.3911","6.3527","0.11%"
"Oct 30, 2019","6.3555","6.3752","6.4180","6.3362","-0.22%"
"Oct 29, 2019","6.3697","6.3616","6.3996","6.3368","0.20%"
"Oct 28, 2019","6.3570","6.3997","6.4058","6.3365","-0.61%"
"Oct 25, 2019","6.3962","6.4012","6.4338","6.3804","-0.02%"
"Oct 24, 2019","6.3976","6.3838","6.4328","6.3739","0.29%"
"Oct 23, 2019","6.3788","6.4619","6.4776","6.3645","-1.23%"
"Oct 22, 2019","6.4585","6.5312","6.5397","6.4384","-1.04%"
"Oct 21, 2019","6.5265","6.4539","6.5413","6.4474","0.91%"
"Oct 18, 2019","6.4679","6.4858","6.4991","6.3906","-0.23%"
"Oct 17, 2019","6.4829","6.5181","6.6005","6.4682","-0.50%"
"Oct 16, 2019","6.5158","6.5275","6.5509","6.4844","0.00%"
"Oct 15, 2019","6.5158","6.5371","6.5465","6.4513","-0.30%"
"Oct 14, 2019","6.5353","6.4997","6.5531","6.4921","0.62%"
"Oct 11, 2019","6.4952","6.4236","6.5158","6.4012","1.21%"
"Oct 10, 2019","6.4175","6.4412","6.5114","6.4016","-0.31%"
"Oct 09, 2019","6.4375","6.3888","6.4545","6.3747","0.89%"
"Oct 08, 2019","6.3808","6.3991","6.4264","6.3494","-0.26%"
"Oct 07, 2019","6.3975","6.2524","6.4158","6.2499","2.34%"
"Oct 04, 2019","6.2511","6.2457","6.2707","6.2228","0.21%"
"Oct 03, 2019","6.2381","6.2488","6.2716","6.1975","-0.03%"
"Oct 02, 2019","6.2401","6.2568","6.2847","6.2311","-0.23%"
"Oct 01, 2019","6.2543","6.1573","6.2660","6.1450","1.61%"
"Sep 30, 2019","6.1551","6.2038","6.2126","6.1400","-0.75%"
"Sep 27, 2019","6.2016","6.1873","6.2224","6.1705","0.30%"
"Sep 26, 2019","6.1831","6.2050","6.2421","6.1691","-0.30%"
"Sep 25, 2019","6.2015","6.2785","6.2852","6.2002","-1.19%"
"Sep 24, 2019","6.2762","6.2854","6.2938","6.2294","-0.08%"
"Sep 23, 2019","6.2812","6.3274","6.3333","6.2679","-0.72%"
"Sep 20, 2019","6.3270","6.3144","6.3376","6.2695","0.30%"
"Sep 19, 2019","6.3083","6.2618","6.3261","6.2521","0.84%"
"Sep 18, 2019","6.2556","6.3134","6.3215","6.2484","-0.80%"
"Sep 17, 2019","6.3063","6.3030","6.3273","6.2783","0.09%"
"Sep 16, 2019","6.3007","6.2976","6.3607","6.2705","0.09%"
"Sep 13, 2019","6.2951","6.2576","6.3156","6.2516","0.75%"
"Sep 12, 2019","6.2485","6.3329","6.3594","6.1890","-1.21%"
"Sep 11, 2019","6.3253","6.3701","6.4011","6.3106","-0.64%"
"Sep 10, 2019","6.3663","6.3520","6.3944","6.3397","0.27%"
"Sep 09, 2019","6.3491","6.3025","6.3758","6.2818","0.76%"
"Sep 06, 2019","6.3014","6.2808","6.3295","6.2708","0.46%"
"Sep 05, 2019","6.2724","6.2533","6.3066","6.2234","0.33%"
"Sep 04, 2019","6.2519","6.2874","6.2948","6.2024","-0.53%"
"Sep 03, 2019","6.2851","6.3696","6.3784","6.2731","-1.26%"
"Sep 02, 2019","6.3651","6.4079","6.4240","6.3552","-0.64%"
"Aug 30, 2019","6.4061","6.4562","6.4624","6.3879","-0.76%"
"Aug 29, 2019","6.4550","6.4396","6.4840","6.4252","0.30%"
"Aug 28, 2019","6.4358","6.4630","6.4770","6.4129","-0.32%"
"Aug 27, 2019","6.4564","6.4677","6.5087","6.4342","-0.06%"
"Aug 26, 2019","6.4603","6.4197","6.5243","6.4188","0.66%"
"Aug 23, 2019","6.4177","6.3917","6.4360","6.3488","0.44%"
"Aug 22, 2019","6.3896","6.3364","6.4340","6.3302","0.98%"
"Aug 21, 2019","6.3277","6.3592","6.3735","6.3258","-0.44%"
"Aug 20, 2019","6.3558","6.2717","6.3756","6.2473","1.51%"
"Aug 19, 2019","6.2610","6.1877","6.2963","6.1652","1.23%"
"Aug 16, 2019","6.1849","6.1844","6.1993","6.1226","0.10%"
"Aug 15, 2019","6.1790","6.2521","6.2612","6.1699","-1.12%"
"Aug 14, 2019","6.2490","6.2141","6.2789","6.2083","0.65%"
"Aug 13, 2019","6.2086","6.2396","6.3264","6.1975","-0.38%"
"Aug 12, 2019","6.2325","6.1529","6.2474","6.1459","1.37%"
"Aug 09, 2019","6.1485","6.1246","6.1848","6.0964","0.57%"
"Aug 08, 2019","6.1139","6.1525","6.1809","6.0988","-0.56%"
"Aug 07, 2019","6.1483","6.1828","6.2064","6.1223","-0.50%"
"Aug 06, 2019","6.1793","6.2417","6.2919","6.1561","-0.97%"
"Aug 05, 2019","6.2401","6.1729","6.2624","6.1620","1.07%"
"Aug 02, 2019","6.1740","6.2119","6.2366","6.1579","-0.55%"
"Aug 01, 2019","6.2081","6.1873","6.2419","6.1378","0.37%"
"Jul 31, 2019","6.1853","6.2018","6.2281","6.1366","-0.18%"
"Jul 30, 2019","6.1964","6.2571","6.2684","6.1816","-0.88%"
"Jul 29, 2019","6.2516","6.3107","6.3149","6.2266","-0.91%"
"Jul 26, 2019","6.3088","6.3577","6.3656","6.2439","-0.73%"
"Jul 25, 2019","6.3551","6.3598","6.4350","6.2792","0.01%"
"Jul 24, 2019","6.3544","6.3765","6.3913","6.3424","-0.32%"
"Jul 23, 2019","6.3748","6.3639","6.3864","6.3364","0.22%"
"Jul 22, 2019","6.3605","6.3439","6.3896","6.3257","0.28%"
"Jul 19, 2019","6.3428","6.3355","6.3739","6.3133","0.21%"
"Jul 18, 2019","6.3293","6.3800","6.4224","6.3003","-0.72%"
"Jul 17, 2019","6.3753","6.4035","6.4135","6.3597","-0.40%"
"Jul 16, 2019","6.4012","6.4338","6.4492","6.3822","-0.44%"
"Jul 15, 2019","6.4295","6.4458","6.4661","6.4175","-0.05%"
"Jul 12, 2019","6.4325","6.3849","6.5009","6.3738","0.81%"
"Jul 11, 2019","6.3809","6.3839","6.4257","6.3657","0.04%"
"Jul 10, 2019","6.3784","6.4229","6.4641","6.3786","-0.64%"
"Jul 09, 2019","6.4196","6.4334","6.4494","6.3615","-0.18%"
"Jul 08, 2019","6.4309","6.3177","6.5058","6.3149","1.82%"
"Jul 05, 2019","6.3161","6.3142","6.3458","6.2905","0.06%"
"Jul 04, 2019","6.3126","6.3434","6.3521","6.2920","-0.34%"
"Jul 03, 2019","6.3344","6.3792","6.3972","6.3179","-0.61%"
"Jul 02, 2019","6.3732","6.3771","6.4405","6.3475","0.08%"
"Jul 01, 2019","6.3682","6.5859","6.5891","6.3679","-3.20%"
"Jun 28, 2019","6.5790","6.5625","6.5995","6.5370","0.29%"
"Jun 27, 2019","6.5597","6.5655","6.5928","6.5402","-0.03%"
"Jun 26, 2019","6.5615","6.5871","6.6082","6.5303","-0.34%"
"Jun 25, 2019","6.5842","6.6211","6.6502","6.5484","-0.52%"
"Jun 24, 2019","6.6188","6.6137","6.6406","6.4923","0.05%"
"Jun 21, 2019","6.6155","6.5091","6.6325","6.4950","1.72%"
"Jun 20, 2019","6.5036","6.5014","6.6767","6.4592","0.19%"
"Jun 19, 2019","6.4912","6.5231","6.6258","6.4957","-0.38%"
"Jun 18, 2019","6.5160","6.5886","6.6100","6.5074","-1.02%"
"Jun 17, 2019","6.5831","6.6192","6.6511","6.5637","-0.45%"
"Jun 14, 2019","6.6127","6.6208","6.6983","6.5824","0.05%"
"Jun 13, 2019","6.6093","6.5555","6.6607","6.5508","0.84%"
"Jun 12, 2019","6.5544","6.5663","6.6151","6.5282","-0.16%"
"Jun 11, 2019","6.5647","6.5324","6.6175","6.5061","0.51%"
"Jun 10, 2019","6.5312","6.6027","6.6294","6.5081","-1.13%"
"Jun 07, 2019","6.6060","6.5175","6.6247","6.5141","1.45%"
"Jun 06, 2019","6.5117","6.4356","6.5404","6.4134","1.29%"
"Jun 05, 2019","6.4285","6.5058","6.5255","6.3937","-1.05%"
"Jun 04, 2019","6.4970","6.5578","6.6062","6.4571","-0.84%"
"Jun 03, 2019","6.5521","6.5227","6.5905","6.5051","0.36%"
"May 31, 2019","6.5284","6.5440","6.5979","6.4815","-0.15%"
"May 30, 2019","6.5384","6.6923","6.7175","6.5203","-2.23%"
"May 29, 2019","6.6874","6.7319","6.7627","6.6843","-0.58%"
"May 28, 2019","6.7262","6.7896","6.8060","6.6968","-0.80%"
"May 27, 2019","6.7803","6.8122","6.8507","6.7508","-0.47%"
"May 24, 2019","6.8125","6.8170","6.8594","6.7642","-0.03%"
"May 23, 2019","6.8147","6.8023","6.8609","6.7897","0.32%"
"May 22, 2019","6.7927","6.7588","6.8314","6.7453","0.60%"
"May 21, 2019","6.7523","6.7327","6.7915","6.7020","0.45%"
"May 20, 2019","6.7219","6.7567","6.7856","6.6931","-0.50%"
"May 17, 2019","6.7557","6.7558","6.8122","6.7288","0.09%"
"May 16, 2019","6.7496","6.7220","6.7761","6.7145","0.49%"
"May 15, 2019","6.7170","6.7618","6.8275","6.7071","-0.55%"
"May 14, 2019","6.7539","6.8011","6.8710","6.7050","-0.62%"
"May 13, 2019","6.7958","6.7278","6.8922","6.6903","1.24%"
"May 10, 2019","6.7125","6.9496","6.9667","6.6916","-3.31%"
"May 09, 2019","6.9423","6.9204","7.0234","6.8864","0.32%"
"May 08, 2019","6.9200","6.8836","6.9418","6.8787","0.55%"
"May 07, 2019","6.8820","6.8103","6.9513","6.8011","1.09%"
"May 06, 2019","6.8080","6.6822","6.8908","6.6586","2.11%"
"May 03, 2019","6.6675","6.6679","6.6929","6.6378","0.04%"
"May 02, 2019","6.6648","6.6841","6.7025","6.6558","-0.17%"
"May 01, 2019","6.6761","6.6910","6.7080","6.6638","-0.16%"
"Apr 30, 2019","6.6865","6.6538","6.7032","6.6445","0.57%"
"Apr 29, 2019","6.6487","6.6220","6.6587","6.5981","0.45%"
"Apr 26, 2019","6.6188","6.5971","6.6535","6.5872","0.38%"
"Apr 25, 2019","6.5937","6.5571","6.6550","6.5416","0.72%"
"Apr 24, 2019","6.5468","6.5439","6.6020","6.5362","0.07%"
"Apr 23, 2019","6.5422","6.5600","6.5778","6.5318","-0.25%"
"Apr 22, 2019","6.5586","6.5345","6.5913","6.5297","0.37%"
"Apr 19, 2019","6.5342","6.5215","6.5648","6.4954","0.42%"
"Apr 18, 2019","6.5066","6.4830","6.5889","6.4793","0.43%"
"Apr 17, 2019","6.4790","6.5096","6.5455","6.4367","-0.39%"
"Apr 16, 2019","6.5043","6.5606","6.5903","6.4735","-0.81%"
"Apr 15, 2019","6.5577","6.5193","6.5890","6.5083","0.61%"
"Apr 12, 2019","6.5182","6.4584","6.5971","6.4475","1.04%"
"Apr 11, 2019","6.4510","6.4051","6.4939","6.3924","0.73%"
"Apr 10, 2019","6.4040","6.4113","6.4533","6.3712","-0.05%"
"Apr 09, 2019","6.4075","6.4138","6.4688","6.3467","0.03%"
"Apr 08, 2019","6.4056","6.3113","6.4723","6.3044","1.55%"
"Apr 05, 2019","6.3081","6.2767","6.3394","6.2419","0.61%"
"Apr 04, 2019","6.2698","6.3205","6.3691","6.2203","-0.73%"
"Apr 03, 2019","6.3159","6.2799","6.3706","6.2498","0.60%"
"Apr 02, 2019","6.2782","6.1537","6.3566","6.1377","2.08%"
"Apr 01, 2019","6.1501","6.2434","6.4214","6.0768","-1.04%"
"Mar 29, 2019","6.2148","6.2406","6.3813","6.2218","-0.19%"
"Mar 28, 2019","6.2265","5.9925","6.3537","5.9906","3.98%"
"Mar 27, 2019","5.9884","6.0037","6.1634","5.9407","-0.20%"
"Mar 26, 2019","6.0002","6.2790","6.3285","5.9731","-4.41%"
"Mar 25, 2019","6.2768","6.5215","6.5241","6.2724","-3.70%"
"Mar 22, 2019","6.5182","6.2161","6.6097","6.2018","4.95%"
"Mar 21, 2019","6.2105","6.1871","6.2319","6.1853","0.46%"
"Mar 20, 2019","6.1823","6.2163","6.2309","6.1768","-0.51%"
"Mar 19, 2019","6.2140","6.1994","6.2287","6.1937","0.29%"
"Mar 18, 2019","6.1961","6.1672","6.2122","6.1625","0.47%"
"Mar 15, 2019","6.1673","6.1803","6.2087","6.1617","-0.16%"
"Mar 14, 2019","6.1769","6.1802","6.2021","6.1724","0.01%"
"Mar 13, 2019","6.1764","6.1598","6.1971","6.1487","0.32%"
"Mar 12, 2019","6.1567","6.1259","6.1706","6.1056","0.54%"
"Mar 11, 2019","6.1234","6.1131","6.1405","6.0956","0.32%"
"Mar 08, 2019","6.1039","6.1284","6.1567","6.0880","-0.34%"
"Mar 07, 2019","6.1245","6.1361","6.1722","6.1003","-0.22%"
"Mar 06, 2019","6.1383","6.0915","6.1646","6.0573","0.77%"
"Mar 05, 2019","6.0916","6.0911","6.1217","6.0710","-0.09%"
"Mar 04, 2019","6.0971","6.1203","6.1335","6.0801","-0.27%"
"Mar 01, 2019","6.1139","6.0727","6.1562","6.0556","0.74%"
"Feb 28, 2019","6.0689","6.0424","6.0818","6.0313","0.46%"
"Feb 27, 2019","6.0414","6.0418","6.0591","6.0150","-0.11%"
"Feb 26, 2019","6.0482","6.0301","6.0566","6.0071","0.42%"
"Feb 25, 2019","6.0232","6.0317","6.0451","6.0034","-0.17%"
"Feb 22, 2019","6.0332","6.0324","6.0580","6.0117","0.02%"
"Feb 21, 2019","6.0321","6.0401","6.0647","6.0129","-0.07%"
"Feb 20, 2019","6.0366","5.9976","6.0662","5.9893","0.76%"
"Feb 19, 2019","5.9912","5.9985","6.0222","5.9706","-0.21%"
"Feb 18, 2019","6.0039","5.9623","6.0225","5.9549","0.85%"
"Feb 15, 2019","5.9535","5.9539","5.9848","5.9078","-0.04%"
"Feb 14, 2019","5.9561","5.9489","6.0015","5.9310","0.09%"
"Feb 13, 2019","5.9508","5.9454","5.9774","5.9197","0.05%"
"Feb 12, 2019","5.9477","5.9526","5.9674","5.9252","-0.06%"
"Feb 11, 2019","5.9515","5.9459","5.9713","5.9279","0.10%"
"Feb 08, 2019","5.9455","5.9729","5.9866","5.9272","-0.51%"
"Feb 07, 2019","5.9760","5.9257","6.0098","5.9154","0.82%"
"Feb 06, 2019","5.9273","5.9368","5.9691","5.9237","-0.11%"
"Feb 05, 2019","5.9338","5.9726","5.9844","5.9142","-0.60%"
"Feb 04, 2019","5.9694","5.9615","6.0024","5.9528","0.04%"
"Feb 01, 2019","5.9668","5.9089","6.0015","5.9050","0.93%"
"Jan 31, 2019","5.9118","5.9980","6.0303","5.9016","-1.43%"
"Jan 30, 2019","5.9977","6.0683","6.0921","5.9833","-1.19%"
"Jan 29, 2019","6.0701","6.0918","6.1360","6.0506","-0.30%"
"Jan 28, 2019","6.0882","5.8299","6.1105","5.8259","1.30%"
"Jan 25, 2019","6.0101","5.9492","6.0192","5.9358","0.96%"
"Jan 24, 2019","5.9527","6.0144","6.0376","5.9393","-1.05%"
"Jan 23, 2019","6.0160","6.0652","6.0901","6.0014","-0.84%"
"Jan 22, 2019","6.0667","6.0498","6.1006","6.0454","0.24%"
"Jan 21, 2019","6.0523","6.0595","6.0972","6.0415","-0.04%"
"Jan 18, 2019","6.0545","6.0910","6.1289","6.0391","-0.64%"
"Jan 17, 2019","6.0938","6.0808","6.1402","6.0736","0.18%"
"Jan 16, 2019","6.0831","6.2168","6.2263","6.0682","-2.14%"
"Jan 15, 2019","6.2162","6.2390","6.2833","6.1947","-0.52%"
"Jan 14, 2019","6.2485","6.2669","6.3720","6.2318","-0.13%"
"Jan 11, 2019","6.2564","6.2283","6.3341","6.2213","0.44%"
"Jan 10, 2019","6.2293","6.3213","6.3636","6.2152","-1.44%"
"Jan 09, 2019","6.3205","6.2758","6.3563","6.2458","0.78%"
"Jan 08, 2019","6.2714","6.1758","6.3114","6.1509","1.49%"
"Jan 07, 2019","6.1793","6.0810","6.2116","6.0659","1.72%"
"Jan 04, 2019","6.0748","6.2278","6.2473","6.0502","-2.47%"
"Jan 03, 2019","6.2284","6.1179","6.6257","6.1095","1.67%"
"Jan 02, 2019","6.1258","6.0773","6.1746","6.0460","0.95%"
"Jan 01, 2019","6.0682","6.0640","6.0875","6.0038","0.03%"
"Dec 31, 2018","6.0664","6.0336","6.0924","6.0062","0.55%"
"Dec 28, 2018","6.0334","6.0369","6.0752","6.0027","-0.13%"
"Dec 27, 2018","6.0413","5.9893","6.0590","5.9839","0.85%"
"Dec 26, 2018","5.9905","6.0183","6.0621","5.9828","-0.71%"
"Dec 25, 2018","6.0336","6.0450","6.1151","6.0225","0.07%"
"Dec 24, 2018","6.0293","6.0488","6.0651","6.0079","-0.31%"
"Dec 21, 2018","6.0480","6.0162","6.0723","5.9939","0.36%"
"Dec 20, 2018","6.0262","6.0214","6.0712","5.9967","0.20%"
"Dec 19, 2018","6.0139","6.0756","6.1023","5.9442","-0.96%"
"Dec 18, 2018","6.0721","6.0946","6.1186","6.0620","-0.35%"
"Dec 17, 2018","6.0933","6.0658","6.1155","6.0537","0.45%"
"Dec 14, 2018","6.0659","6.0617","6.1257","6.0484","-0.02%"
"Dec 13, 2018","6.0672","6.0789","6.1378","6.0279","-0.21%"
"Dec 12, 2018","6.0800","6.0768","6.1229","6.0556","0.13%"
"Dec 11, 2018","6.0719","6.0428","6.1525","6.0283","0.38%"
"Dec 10, 2018","6.0492","6.0503","6.0964","6.0132","0.26%"
"Dec 07, 2018","6.0336","6.0696","6.0853","5.9808","-0.65%"
"Dec 06, 2018","6.0729","6.0469","6.1312","6.0335","0.51%"
"Dec 05, 2018","6.0420","6.1049","6.1794","6.0216","-1.15%"
"Dec 04, 2018","6.1126","5.9609","6.2143","5.9419","2.54%"
"Dec 03, 2018","5.9610","5.9072","6.0042","5.8451","1.04%"
"Nov 30, 2018","5.8994","5.8719","5.9516","5.8460","0.29%"
"Nov 29, 2018","5.8823","5.9409","5.9580","5.8323","-0.90%"
"Nov 28, 2018","5.9355","5.9551","5.9672","5.9111","-0.26%"
"Nov 27, 2018","5.9508","5.9475","5.9901","5.9040","0.10%"
"Nov 26, 2018","5.9446","5.9976","6.0139","5.9176","-0.87%"
"Nov 23, 2018","5.9968","6.0290","6.0648","5.9634","-0.74%"
"Nov 22, 2018","6.0416","6.0496","6.1010","6.0164","-0.03%"
"Nov 21, 2018","6.0432","6.1182","6.1456","6.0160","-1.17%"
"Nov 20, 2018","6.1148","6.0729","6.1958","6.0682","0.60%"
"Nov 19, 2018","6.0786","6.0979","6.1299","6.0454","-0.17%"
"Nov 16, 2018","6.0889","6.0594","6.1120","6.0282","0.51%"
"Nov 15, 2018","6.0583","6.1711","6.2014","6.0060","-1.94%"
"Nov 14, 2018","6.1780","6.1905","6.2306","6.1433","-0.11%"
"Nov 13, 2018","6.1848","6.1272","6.2172","6.1178","0.82%"
"Nov 12, 2018","6.1346","6.1954","6.2309","6.1120","-0.90%"
"Nov 09, 2018","6.1902","6.2034","6.2847","6.1602","-0.25%"
"Nov 08, 2018","6.2055","6.1254","6.2668","6.1224","1.30%"
"Nov 07, 2018","6.1258","6.1277","6.2146","6.1113","0.08%"
"Nov 06, 2018","6.1209","6.0606","6.1882","6.0450","1.00%"
"Nov 05, 2018","6.0605","6.1883","6.2368","6.0496","-1.98%"
"Nov 02, 2018","6.1827","6.2841","6.3048","6.1580","-1.69%"
"Nov 01, 2018","6.2892","6.3170","6.4215","6.2741","-0.42%"
"Oct 31, 2018","6.3159","6.2073","6.3784","6.1933","1.69%"
"Oct 30, 2018","6.2107","6.3263","6.3355","6.1962","-1.80%"
"Oct 29, 2018","6.3243","6.3841","6.3905","6.2847","-0.86%"
"Oct 26, 2018","6.3793","6.4022","6.4330","6.3311","-0.47%"
"Oct 25, 2018","6.4096","6.4999","6.5541","6.3835","-1.33%"
"Oct 24, 2018","6.4961","6.5675","6.6258","6.4422","-1.13%"
"Oct 23, 2018","6.5705","6.4972","6.7345","6.4848","1.09%"
"Oct 22, 2018","6.4994","6.4968","6.5322","6.4831","0.04%"
"Oct 19, 2018","6.4971","6.4604","6.5490","6.3978","0.54%"
"Oct 18, 2018","6.4623","6.4165","6.5441","6.3418","0.64%"
"Oct 17, 2018","6.4211","6.5766","6.6062","6.3735","-2.43%"
"Oct 16, 2018","6.5808","6.7011","6.7290","6.5560","-1.79%"
"Oct 15, 2018","6.7005","6.7896","6.8232","6.6566","-1.32%"
"Oct 12, 2018","6.7900","6.8692","6.9432","6.7211","-1.17%"
"Oct 11, 2018","6.8704","6.9947","7.0306","6.8328","-1.85%"
"Oct 10, 2018","6.9996","7.0149","7.0503","6.9004","-0.15%"
"Oct 09, 2018","7.0104","7.0171","7.0522","6.9619","-0.17%"
"Oct 08, 2018","7.0224","7.0698","7.1239","6.9962","-0.65%"
"Oct 05, 2018","7.0680","7.0901","7.1472","6.9969","-0.40%"
"Oct 04, 2018","7.0961","6.9307","7.1668","6.9249","2.26%"
"Oct 03, 2018","6.9394","6.8976","7.0557","6.8797","0.41%"
"Oct 02, 2018","6.9111","6.8722","6.9786","6.8327","0.50%"
"Oct 01, 2018","6.8768","7.0386","7.0551","6.8279","-2.18%"
"Sep 28, 2018","7.0304","6.9897","7.0784","6.8915","0.50%"
"Sep 27, 2018","6.9954","7.1577","7.1922","6.9390","-2.44%"
"Sep 26, 2018","7.1707","7.2500","7.2985","7.1120","-1.14%"
"Sep 25, 2018","7.2537","7.2033","7.3355","7.0959","0.36%"
"Sep 24, 2018","7.2279","7.3357","7.4353","7.0987","-2.26%"
"Sep 21, 2018","7.3951","7.2811","7.4206","7.2782","1.29%"
"Sep 20, 2018","7.3008","7.2894","7.4731","7.1389","0.08%"
"Sep 19, 2018","7.2949","7.4521","7.5016","7.2467","-2.08%"
"Sep 18, 2018","7.4500","7.3789","7.5528","7.3480","0.98%"
"Sep 17, 2018","7.3774","7.1699","7.3960","7.1332","2.80%"
