"Date","Price","Open","High","Low","Change %"
"Feb 20, 2020","7.8516","7.8595","7.8825","7.8148","-0.03%"
"Feb 19, 2020","7.8541","7.8822","7.9108","7.8477","-0.29%"
"Feb 18, 2020","7.8770","7.8633","7.9210","7.8542","0.24%"
"Feb 17, 2020","7.8578","7.8855","7.9097","7.8541","-0.43%"
"Feb 14, 2020","7.8915","7.8808","7.9223","7.8623","0.22%"
"Feb 13, 2020","7.8742","7.8345","7.9153","7.8223","0.61%"
"Feb 12, 2020","7.8265","7.7920","7.8609","7.7710","0.46%"
"Feb 11, 2020","7.7904","7.7629","7.8243","7.7487","0.40%"
"Feb 10, 2020","7.7592","7.7582","7.7960","7.6985","0.08%"
"Feb 07, 2020","7.7530","7.7417","7.8360","7.7296","0.19%"
"Feb 06, 2020","7.7384","7.7769","7.7854","7.7302","-0.44%"
"Feb 05, 2020","7.7726","7.7923","7.8268","7.7428","-0.20%"
"Feb 04, 2020","7.7882","7.7771","7.8023","7.7403","0.19%"
"Feb 03, 2020","7.7731","7.9061","7.9061","7.7674","-1.54%"
"Jan 31, 2020","7.8946","7.8252","7.9054","7.8100","1.06%"
"Jan 30, 2020","7.8115","7.7565","7.8453","7.7503","0.77%"
"Jan 29, 2020","7.7515","7.7390","7.7708","7.7252","0.20%"
"Jan 28, 2020","7.7358","7.7595","7.7712","7.7092","-0.28%"
"Jan 27, 2020","7.7574","7.7654","7.7961","7.7469","-0.09%"
"Jan 24, 2020","7.7647","7.7871","7.8285","7.7577","-0.21%"
"Jan 23, 2020","7.7814","7.7829","7.8007","7.7509","0.06%"
"Jan 22, 2020","7.7764","7.7490","7.7951","7.7294","0.41%"
"Jan 21, 2020","7.7446","7.6948","7.7628","7.6832","0.73%"
"Jan 20, 2020","7.6886","7.6592","7.7024","7.6410","0.35%"
"Jan 17, 2020","7.6615","7.6645","7.7025","7.6367","0.08%"
"Jan 16, 2020","7.6556","7.6611","7.6962","7.6179","-0.04%"
"Jan 15, 2020","7.6584","7.6583","7.6814","7.6431","0.08%"
"Jan 14, 2020","7.6521","7.6214","7.6747","7.6095","0.54%"
"Jan 13, 2020","7.6107","7.6737","7.6790","7.5874","-0.83%"
"Jan 10, 2020","7.6744","7.6746","7.7055","7.6532","0.09%"
"Jan 09, 2020","7.6673","7.7409","7.7772","7.6326","-0.85%"
"Jan 08, 2020","7.7333","7.8395","7.8705","7.7269","-1.30%"
"Jan 07, 2020","7.8351","7.8608","7.8825","7.8211","-0.23%"
"Jan 06, 2020","7.8533","7.8088","7.8741","7.7961","0.50%"
"Jan 03, 2020","7.8139","7.8255","7.8406","7.7943","-0.16%"
"Jan 02, 2020","7.8261","7.8822","7.8924","7.8109","-0.69%"
"Jan 01, 2020","7.8803","7.8889","7.8958","7.8641","-0.14%"
"Dec 31, 2019","7.8911","7.8004","7.9047","7.7889","1.24%"
"Dec 30, 2019","7.7945","7.7740","7.8182","7.7736","0.20%"
"Dec 27, 2019","7.7792","7.7094","7.8166","7.6936","1.00%"
"Dec 26, 2019","7.7024","7.6923","7.7260","7.6828","0.15%"
"Dec 25, 2019","7.6905","7.6987","7.7152","7.6659","-0.07%"
"Dec 24, 2019","7.6962","7.6948","7.7178","7.6743","0.06%"
"Dec 23, 2019","7.6914","7.7181","7.7361","7.6645","-0.39%"
"Dec 20, 2019","7.7218","7.7299","7.7684","7.6877","-0.02%"
"Dec 19, 2019","7.7236","7.7505","7.7990","7.7185","-0.26%"
"Dec 18, 2019","7.7435","7.7277","7.7634","7.6946","0.28%"
"Dec 17, 2019","7.7218","7.7979","7.8054","7.7010","-0.89%"
"Dec 16, 2019","7.7913","7.7458","7.8442","7.7395","0.69%"
"Dec 13, 2019","7.7381","7.6259","7.8235","7.6129","1.56%"
"Dec 12, 2019","7.6194","7.6672","7.6808","7.5528","-0.54%"
"Dec 11, 2019","7.6604","7.6386","7.6734","7.6033","0.36%"
"Dec 10, 2019","7.6329","7.6389","7.6708","7.6218","0.00%"
"Dec 09, 2019","7.6327","7.5882","7.6536","7.5757","0.61%"
"Dec 06, 2019","7.5863","7.5633","7.6084","7.5427","0.38%"
"Dec 05, 2019","7.5575","7.5361","7.5817","7.5205","0.35%"
"Dec 04, 2019","7.5308","7.4612","7.5517","7.4524","0.97%"
"Dec 03, 2019","7.4587","7.4272","7.4960","7.4177","0.44%"
"Dec 02, 2019","7.4260","7.4236","7.4513","7.4018","-0.07%"
"Nov 29, 2019","7.4313","7.4345","7.4908","7.3896","0.09%"
"Nov 28, 2019","7.4245","7.4650","7.4868","7.4237","-0.53%"
"Nov 27, 2019","7.4643","7.4113","7.4700","7.3820","0.76%"
"Nov 26, 2019","7.4082","7.4061","7.4209","7.3706","0.18%"
"Nov 25, 2019","7.3948","7.3415","7.4272","7.3236","0.90%"
"Nov 22, 2019","7.3288","7.3571","7.3780","7.3183","-0.28%"
"Nov 21, 2019","7.3494","7.3662","7.3895","7.3405","-0.14%"
"Nov 20, 2019","7.3599","7.3654","7.3927","7.3319","-0.04%"
"Nov 19, 2019","7.3630","7.4310","7.4486","7.3526","-0.84%"
"Nov 18, 2019","7.4251","7.4146","7.4495","7.4077","0.21%"
"Nov 15, 2019","7.4096","7.4039","7.4331","7.3858","0.14%"
"Nov 14, 2019","7.3996","7.3769","7.4257","7.3689","0.34%"
"Nov 13, 2019","7.3744","7.4212","7.4337","7.3575","-0.61%"
"Nov 12, 2019","7.4195","7.4212","7.4376","7.3892","0.07%"
"Nov 11, 2019","7.4146","7.3682","7.4559","7.3670","0.70%"
"Nov 08, 2019","7.3629","7.3699","7.3878","7.3429","-0.07%"
"Nov 07, 2019","7.3681","7.3910","7.4061","7.3404","-0.24%"
"Nov 06, 2019","7.3859","7.4133","7.4362","7.3844","-0.27%"
"Nov 05, 2019","7.4056","7.3938","7.4275","7.3609","0.19%"
"Nov 04, 2019","7.3913","7.3871","7.4095","7.3345","0.28%"
"Nov 01, 2019","7.3710","7.3945","7.4379","7.3717","-0.18%"
"Oct 31, 2019","7.3842","7.3579","7.4236","7.3489","0.40%"
"Oct 30, 2019","7.3549","7.3833","7.4358","7.3331","-0.28%"
"Oct 29, 2019","7.3759","7.3729","7.4208","7.3428","0.11%"
"Oct 28, 2019","7.3675","7.4061","7.4156","7.3390","-0.47%"
"Oct 25, 2019","7.4026","7.4085","7.4408","7.3721","-0.01%"
"Oct 24, 2019","7.4035","7.4052","7.4559","7.3763","0.01%"
"Oct 23, 2019","7.4031","7.4766","7.5040","7.3696","-0.94%"
"Oct 22, 2019","7.4734","7.5921","7.6126","7.4594","-1.49%"
"Oct 21, 2019","7.5861","7.4864","7.6170","7.4597","0.99%"
"Oct 18, 2019","7.5114","7.5148","7.5248","7.3966","-0.01%"
"Oct 17, 2019","7.5123","7.5542","7.6403","7.4754","-0.52%"
"Oct 16, 2019","7.5517","7.5654","7.5965","7.4584","-0.01%"
"Oct 15, 2019","7.5524","7.4730","7.5747","7.4083","1.10%"
"Oct 14, 2019","7.4704","7.4305","7.5087","7.4054","0.40%"
"Oct 11, 2019","7.4406","7.2611","7.4742","7.2366","2.56%"
"Oct 10, 2019","7.2550","7.1663","7.2757","7.1548","1.29%"
"Oct 09, 2019","7.1623","7.1247","7.1845","7.1013","0.64%"
"Oct 08, 2019","7.1165","7.1697","7.1914","7.0585","-0.71%"
"Oct 07, 2019","7.1673","7.0215","7.1898","6.9996","2.06%"
"Oct 04, 2019","7.0228","7.0232","7.0557","6.9795","0.12%"
"Oct 03, 2019","7.0141","7.0165","7.0778","6.9494","0.14%"
"Oct 02, 2019","7.0044","7.0412","7.0626","6.9935","-0.53%"
"Oct 01, 2019","7.0416","6.9422","7.0648","6.9324","1.44%"
"Sep 30, 2019","6.9413","6.9687","6.9845","6.9316","-0.37%"
"Sep 27, 2019","6.9671","6.9810","7.0034","6.9457","-0.13%"
"Sep 26, 2019","6.9763","7.0030","7.0458","6.9662","-0.33%"
"Sep 25, 2019","6.9995","7.1159","7.1255","6.9988","-1.60%"
"Sep 24, 2019","7.1135","7.1076","7.1367","7.0480","0.15%"
"Sep 23, 2019","7.1030","7.1618","7.1741","7.0977","-0.87%"
"Sep 20, 2019","7.1654","7.1653","7.1960","7.0981","0.14%"
"Sep 19, 2019","7.1551","7.0807","7.1712","7.0654","1.18%"
"Sep 18, 2019","7.0718","7.1283","7.1397","7.0504","-0.67%"
"Sep 17, 2019","7.1197","7.1211","7.1498","7.0774","0.02%"
"Sep 16, 2019","7.1186","7.1085","7.1674","7.0793","0.17%"
"Sep 13, 2019","7.1064","6.9774","7.1170","6.9711","2.01%"
"Sep 12, 2019","6.9665","7.0887","7.1139","6.9588","-1.63%"
"Sep 11, 2019","7.0820","7.1224","7.1627","7.0746","-0.50%"
"Sep 10, 2019","7.1175","7.0995","7.1583","7.0828","0.31%"
"Sep 09, 2019","7.0958","7.0321","7.1281","6.9850","1.11%"
"Sep 06, 2019","7.0180","7.0185","7.0531","6.9917","0.11%"
"Sep 05, 2019","7.0102","6.9435","7.0292","6.9021","1.00%"
"Sep 04, 2019","6.9409","6.9198","6.9514","6.8613","0.27%"
"Sep 03, 2019","6.9221","7.0083","7.0166","6.8972","-1.16%"
"Sep 02, 2019","7.0036","7.0850","7.1104","6.9870","-1.17%"
"Aug 30, 2019","7.0865","7.1178","7.1288","7.0725","-0.42%"
"Aug 29, 2019","7.1166","7.0988","7.1400","7.0724","0.32%"
"Aug 28, 2019","7.0936","7.1620","7.1735","7.0606","-0.83%"
"Aug 27, 2019","7.1532","7.1170","7.1979","7.0936","0.61%"
"Aug 26, 2019","7.1098","7.0593","7.1771","7.0593","0.56%"
"Aug 23, 2019","7.0702","7.0680","7.0932","7.0142","0.07%"
"Aug 22, 2019","7.0656","6.9326","7.0820","6.9232","2.05%"
"Aug 21, 2019","6.9238","6.9722","6.9869","6.9093","-0.63%"
"Aug 20, 2019","6.9680","6.8650","6.9890","6.8321","1.66%"
"Aug 19, 2019","6.8540","6.7768","6.8906","6.7520","1.15%"
"Aug 16, 2019","6.7761","6.7295","6.7896","6.6974","0.78%"
"Aug 15, 2019","6.7238","6.7702","6.7934","6.6858","-0.62%"
"Aug 14, 2019","6.7657","6.7089","6.7965","6.7014","0.94%"
"Aug 13, 2019","6.7028","6.7189","6.8187","6.6878","-0.13%"
"Aug 12, 2019","6.7117","6.6100","6.7425","6.5957","1.62%"
"Aug 09, 2019","6.6048","6.6428","6.6793","6.5915","-0.45%"
"Aug 08, 2019","6.6346","6.6703","6.7080","6.6016","-0.47%"
"Aug 07, 2019","6.6661","6.7189","6.7429","6.6329","-0.70%"
"Aug 06, 2019","6.7134","6.7655","6.8056","6.6859","-0.73%"
"Aug 05, 2019","6.7631","6.7515","6.8307","6.7189","0.11%"
"Aug 02, 2019","6.7560","6.7991","6.8242","6.7291","-0.58%"
"Aug 01, 2019","6.7952","6.7900","6.8453","6.7289","0.07%"
"Jul 31, 2019","6.7902","6.7572","6.8311","6.7021","0.60%"
"Jul 30, 2019","6.7497","6.8610","6.8755","6.7422","-1.51%"
"Jul 29, 2019","6.8535","7.0254","7.0268","6.8436","-2.38%"
"Jul 26, 2019","7.0205","7.1056","7.1130","6.9661","-1.16%"
"Jul 25, 2019","7.1032","7.1262","7.2183","7.0513","-0.25%"
"Jul 24, 2019","7.1211","7.1118","7.1698","7.0901","0.16%"
"Jul 23, 2019","7.1100","7.0809","7.1247","7.0540","0.44%"
"Jul 22, 2019","7.0790","7.0736","7.1129","7.0510","0.18%"
"Jul 19, 2019","7.0664","7.0484","7.0998","7.0302","0.32%"
"Jul 18, 2019","7.0439","7.0669","7.1379","7.0050","-0.25%"
"Jul 17, 2019","7.0616","7.0866","7.1035","7.0317","-0.30%"
"Jul 16, 2019","7.0831","7.1532","7.1677","7.0686","-0.90%"
"Jul 15, 2019","7.1475","7.1919","7.2147","7.1353","-0.41%"
"Jul 12, 2019","7.1768","7.1020","7.2498","7.0943","1.10%"
"Jul 11, 2019","7.0988","7.0920","7.1410","7.0824","0.16%"
"Jul 10, 2019","7.0872","7.1445","7.1901","7.0854","-0.75%"
"Jul 09, 2019","7.1408","7.1786","7.1944","7.0692","-0.48%"
"Jul 08, 2019","7.1754","7.0452","7.2608","7.0434","1.82%"
"Jul 05, 2019","7.0471","7.0395","7.0753","7.0101","0.17%"
"Jul 04, 2019","7.0354","7.0721","7.0844","7.0149","-0.37%"
"Jul 03, 2019","7.0613","7.1181","7.1340","7.0363","-0.71%"
"Jul 02, 2019","7.1120","7.1431","7.2007","7.0802","-0.28%"
"Jul 01, 2019","7.1317","7.3531","7.3597","7.1143","-2.91%"
"Jun 28, 2019","7.3458","7.3182","7.3706","7.2766","0.45%"
"Jun 27, 2019","7.3132","7.3284","7.3638","7.2994","-0.14%"
"Jun 26, 2019","7.3234","7.3590","7.3821","7.2821","-0.39%"
"Jun 25, 2019","7.3519","7.3983","7.4412","7.3179","-0.65%"
"Jun 24, 2019","7.4000","7.4060","7.4194","7.2723","-0.20%"
"Jun 21, 2019","7.4152","7.3210","7.4334","7.2997","1.38%"
"Jun 20, 2019","7.3146","7.3211","7.4911","7.2671","0.07%"
"Jun 19, 2019","7.3095","7.3193","7.4363","7.3107","-0.02%"
"Jun 18, 2019","7.3107","7.3615","7.3733","7.2789","-0.61%"
"Jun 17, 2019","7.3555","7.4358","7.4668","7.3545","-0.99%"
"Jun 14, 2019","7.4287","7.4385","7.5178","7.3911","0.01%"
"Jun 13, 2019","7.4282","7.3695","7.4945","7.3588","0.84%"
"Jun 12, 2019","7.3662","7.3769","7.4336","7.3388","-0.08%"
"Jun 11, 2019","7.3719","7.3246","7.4299","7.2983","0.66%"
"Jun 10, 2019","7.3234","7.4090","7.4500","7.2986","-1.35%"
"Jun 07, 2019","7.4239","7.3410","7.4625","7.3403","1.22%"
"Jun 06, 2019","7.3342","7.2692","7.3724","7.2456","0.91%"
"Jun 05, 2019","7.2679","7.3420","7.3595","7.2053","-0.87%"
"Jun 04, 2019","7.3314","7.3889","7.4400","7.2838","-0.68%"
"Jun 03, 2019","7.3816","7.3748","7.4590","7.3555","0.07%"
"May 31, 2019","7.3762","7.4103","7.4746","7.3133","-0.40%"
"May 30, 2019","7.4055","7.5924","7.6168","7.3928","-2.38%"
"May 29, 2019","7.5864","7.6328","7.6702","7.5777","-0.51%"
"May 28, 2019","7.6255","7.6869","7.7209","7.5907","-0.67%"
"May 27, 2019","7.6772","7.7438","7.7763","7.6536","-0.69%"
"May 24, 2019","7.7308","7.7159","7.7656","7.6477","0.23%"
"May 23, 2019","7.7131","7.7243","7.7765","7.7034","0.02%"
"May 22, 2019","7.7118","7.6903","7.7608","7.6663","0.30%"
"May 21, 2019","7.6884","7.6727","7.7633","7.6378","0.37%"
"May 20, 2019","7.6597","7.7032","7.7435","7.6354","-0.53%"
"May 17, 2019","7.7007","7.7368","7.7979","7.6788","-0.38%"
"May 16, 2019","7.7301","7.7066","7.7656","7.6842","0.32%"
"May 15, 2019","7.7053","7.7843","7.8642","7.6991","-0.89%"
"May 14, 2019","7.7745","7.8514","7.9190","7.7271","-0.89%"
"May 13, 2019","7.8445","7.7797","7.9876","7.7495","1.00%"
"May 10, 2019","7.7672","8.0600","8.0861","7.7587","-3.53%"
"May 09, 2019","8.0510","8.0440","8.1299","8.0043","0.11%"
"May 08, 2019","8.0423","8.0441","8.0912","8.0157","0.02%"
"May 07, 2019","8.0406","7.9633","8.1397","7.9545","0.99%"
"May 06, 2019","7.9620","7.8217","8.0550","7.8156","1.55%"
"May 03, 2019","7.8408","7.7755","7.8707","7.7370","0.87%"
"May 02, 2019","7.7728","7.7863","7.8151","7.7569","-0.12%"
"May 01, 2019","7.7824","7.7752","7.8027","7.7607","0.16%"
"Apr 30, 2019","7.7699","7.6956","7.7881","7.6855","1.05%"
"Apr 29, 2019","7.6890","7.6751","7.7140","7.6431","0.26%"
"Apr 26, 2019","7.6691","7.6450","7.7098","7.6321","0.37%"
"Apr 25, 2019","7.6406","7.5800","7.7027","7.5662","0.89%"
"Apr 24, 2019","7.5729","7.5406","7.6311","7.5328","0.45%"
"Apr 23, 2019","7.5387","7.5663","7.6055","7.5318","-0.33%"
"Apr 22, 2019","7.5636","7.5518","7.6167","7.5448","0.17%"
"Apr 19, 2019","7.5504","7.5414","7.5932","7.5094","0.26%"
"Apr 18, 2019","7.5305","7.4844","7.6204","7.4816","0.64%"
"Apr 17, 2019","7.4824","7.5300","7.5622","7.4328","-0.55%"
"Apr 16, 2019","7.5237","7.6045","7.6249","7.4857","-0.95%"
"Apr 15, 2019","7.5959","7.5440","7.6388","7.5286","0.67%"
"Apr 12, 2019","7.5455","7.4957","7.6270","7.4776","0.80%"
"Apr 11, 2019","7.4854","7.4389","7.5357","7.4188","0.67%"
"Apr 10, 2019","7.4356","7.4381","7.4868","7.4008","0.07%"
"Apr 09, 2019","7.4305","7.4344","7.4900","7.3654","-0.01%"
"Apr 08, 2019","7.4314","7.3341","7.4946","7.3245","1.34%"
"Apr 05, 2019","7.3330","7.3141","7.3843","7.2590","0.35%"
"Apr 04, 2019","7.3076","7.4041","7.4703","7.2551","-1.22%"
"Apr 03, 2019","7.3981","7.3608","7.4826","7.3189","0.53%"
"Apr 02, 2019","7.3592","7.1881","7.4194","7.1452","2.42%"
"Apr 01, 2019","7.1852","7.2560","7.4639","7.1123","-0.48%"
"Mar 29, 2019","7.2198","7.2537","7.4258","7.2244","-0.21%"
"Mar 28, 2019","7.2348","7.0269","7.4256","7.0258","2.99%"
"Mar 27, 2019","7.0250","7.0371","7.2319","6.9562","-0.14%"
"Mar 26, 2019","7.0352","7.3231","7.3807","7.0014","-3.97%"
"Mar 25, 2019","7.3262","7.6112","7.6307","7.3172","-3.74%"
"Mar 22, 2019","7.6106","7.1641","7.7270","7.1575","6.33%"
"Mar 21, 2019","7.1574","7.1533","7.2060","7.1158","0.11%"
"Mar 20, 2019","7.1493","7.2663","7.2752","7.1483","-1.58%"
"Mar 19, 2019","7.2642","7.2491","7.2891","7.2357","0.26%"
"Mar 18, 2019","7.2451","7.2372","7.2653","7.2008","0.09%"
"Mar 15, 2019","7.2384","7.2392","7.2699","7.2092","-0.02%"
"Mar 14, 2019","7.2395","7.2790","7.2912","7.2174","-0.53%"
"Mar 13, 2019","7.2783","7.1354","7.3123","7.1187","2.01%"
"Mar 12, 2019","7.1347","7.1616","7.2331","7.0848","-0.38%"
"Mar 11, 2019","7.1622","7.0813","7.1766","7.0359","1.32%"
"Mar 08, 2019","7.0688","7.1637","7.1968","7.0688","-1.26%"
"Mar 07, 2019","7.1590","7.1472","7.1829","7.1055","0.13%"
"Mar 06, 2019","7.1498","7.0976","7.1657","7.0422","0.72%"
"Mar 05, 2019","7.0990","7.0849","7.1160","7.0453","0.11%"
"Mar 04, 2019","7.0912","7.1021","7.1528","7.0732","-0.07%"
"Mar 01, 2019","7.0961","7.0754","7.1589","7.0583","0.25%"
"Feb 28, 2019","7.0786","7.0727","7.1043","7.0524","0.09%"
"Feb 27, 2019","7.0719","7.0283","7.1001","7.0017","0.57%"
"Feb 26, 2019","7.0318","6.9434","7.0616","6.9378","1.25%"
"Feb 25, 2019","6.9447","6.9558","6.9666","6.9113","0.03%"
"Feb 22, 2019","6.9426","6.9446","6.9668","6.8933","-0.04%"
"Feb 21, 2019","6.9451","6.9536","6.9774","6.9145","-0.06%"
"Feb 20, 2019","6.9490","6.9067","6.9816","6.8941","0.69%"
"Feb 19, 2019","6.9013","6.8536","6.9121","6.8270","0.59%"
"Feb 18, 2019","6.8605","6.8098","6.8819","6.8057","0.97%"
"Feb 15, 2019","6.7949","6.7484","6.8296","6.7112","0.58%"
"Feb 14, 2019","6.7554","6.7885","6.8246","6.7401","-0.49%"
"Feb 13, 2019","6.7884","6.7699","6.8186","6.7524","0.27%"
"Feb 12, 2019","6.7703","6.7836","6.8083","6.7499","-0.18%"
"Feb 11, 2019","6.7827","6.7973","6.8221","6.7645","-0.17%"
"Feb 08, 2019","6.7943","6.8232","6.8464","6.7657","-0.42%"
"Feb 07, 2019","6.8229","6.7455","6.8640","6.7332","1.12%"
"Feb 06, 2019","6.7474","6.7326","6.7988","6.7275","0.27%"
"Feb 05, 2019","6.7289","6.8056","6.8197","6.7258","-1.09%"
"Feb 04, 2019","6.8033","6.8111","6.8567","6.7923","-0.14%"
"Feb 01, 2019","6.8125","6.7664","6.8453","6.7553","0.62%"
"Jan 31, 2019","6.7704","6.8536","6.8836","6.7590","-1.22%"
"Jan 30, 2019","6.8537","6.9347","6.9730","6.8316","-1.23%"
"Jan 29, 2019","6.9391","7.0163","7.0511","6.9298","-1.04%"
"Jan 28, 2019","7.0121","6.7443","7.0289","6.7335","0.83%"
"Jan 25, 2019","6.9546","6.8750","6.9649","6.8697","1.09%"
"Jan 24, 2019","6.8793","6.9066","6.9325","6.8388","-0.42%"
"Jan 23, 2019","6.9085","6.9207","6.9409","6.8792","-0.17%"
"Jan 22, 2019","6.9201","6.8660","6.9415","6.8543","0.80%"
"Jan 21, 2019","6.8650","6.8670","6.8906","6.8381","0.07%"
"Jan 18, 2019","6.8601","6.9402","6.9704","6.8358","-1.23%"
"Jan 17, 2019","6.9452","6.8765","6.9592","6.8696","1.03%"
"Jan 16, 2019","6.8747","7.0042","7.0199","6.8571","-1.85%"
"Jan 15, 2019","7.0043","6.9950","7.0641","6.9029","-0.00%"
"Jan 14, 2019","7.0045","7.0195","7.1347","6.9998","-0.08%"
"Jan 11, 2019","7.0099","6.9097","7.0536","6.8797","1.51%"
"Jan 10, 2019","6.9058","7.0036","7.0340","6.8888","-1.39%"
"Jan 09, 2019","7.0034","6.9751","7.0681","6.9421","0.45%"
"Jan 08, 2019","6.9717","6.8777","7.0194","6.8613","1.30%"
"Jan 07, 2019","6.8820","6.7928","6.9116","6.7710","1.42%"
"Jan 04, 2019","6.7854","6.9056","6.9258","6.7516","-1.73%"
"Jan 03, 2019","6.9049","6.7971","7.2738","6.7757","1.40%"
"Jan 02, 2019","6.8095","6.7605","6.8503","6.7189","0.88%"
"Jan 01, 2019","6.7500","6.7485","6.7500","6.6967","0.03%"
"Dec 31, 2018","6.7481","6.6869","6.8094","6.6678","0.72%"
"Dec 28, 2018","6.7000","6.6783","6.7164","6.6337","0.26%"
"Dec 27, 2018","6.6823","6.6640","6.7184","6.6532","0.24%"
"Dec 26, 2018","6.6664","6.7132","6.7411","6.6582","-1.04%"
"Dec 25, 2018","6.7367","6.7443","6.8014","6.7092","0.10%"
"Dec 24, 2018","6.7298","6.7305","6.7528","6.6855","0.18%"
"Dec 21, 2018","6.7176","6.6539","6.7386","6.6283","0.80%"
"Dec 20, 2018","6.6640","6.6749","6.7351","6.6321","-0.03%"
"Dec 19, 2018","6.6657","6.7594","6.7756","6.5839","-1.36%"
"Dec 18, 2018","6.7579","6.7812","6.8080","6.7348","-0.33%"
"Dec 17, 2018","6.7804","6.7453","6.8041","6.7394","0.46%"
"Dec 14, 2018","6.7495","6.7523","6.8284","6.7316","-0.13%"
"Dec 13, 2018","6.7581","6.7527","6.8390","6.7073","0.07%"
"Dec 12, 2018","6.7537","6.7061","6.7919","6.6863","0.80%"
"Dec 11, 2018","6.7002","6.6834","6.8189","6.6660","0.16%"
"Dec 10, 2018","6.6898","6.7550","6.7869","6.6767","-0.89%"
"Dec 07, 2018","6.7498","6.8205","6.8419","6.6985","-1.10%"
"Dec 06, 2018","6.8251","6.7867","6.8808","6.7712","0.64%"
"Dec 05, 2018","6.7818","6.8454","6.9208","6.7612","-1.04%"
"Dec 04, 2018","6.8532","6.6805","6.9562","6.6602","2.59%"
"Dec 03, 2018","6.6803","6.6662","6.7353","6.5746","0.45%"
"Nov 30, 2018","6.6502","6.5919","6.7069","6.5594","0.67%"
"Nov 29, 2018","6.6060","6.7031","6.7211","6.5531","-1.36%"
"Nov 28, 2018","6.6974","6.7230","6.7443","6.6802","-0.35%"
"Nov 27, 2018","6.7210","6.7350","6.7550","6.6516","-0.21%"
"Nov 26, 2018","6.7351","6.7962","6.8023","6.6922","-0.59%"
"Nov 23, 2018","6.7754","6.8086","6.8431","6.7367","-0.66%"
"Nov 22, 2018","6.8202","6.7894","6.8589","6.7781","0.56%"
"Nov 21, 2018","6.7824","6.8761","6.9108","6.7454","-1.37%"
"Nov 20, 2018","6.8769","6.8143","6.9723","6.8102","0.83%"
"Nov 19, 2018","6.8206","6.8456","6.8911","6.7922","-0.36%"
"Nov 16, 2018","6.8454","6.8305","6.8952","6.8014","0.19%"
"Nov 15, 2018","6.8327","7.0888","7.1178","6.7669","-3.75%"
"Nov 14, 2018","7.0992","7.1170","7.1735","7.0343","-0.10%"
"Nov 13, 2018","7.1063","7.0176","7.1715","7.0034","1.13%"
"Nov 12, 2018","7.0266","7.0866","7.1159","6.9790","-0.84%"
"Nov 09, 2018","7.0860","7.1304","7.2143","7.0698","-0.66%"
"Nov 08, 2018","7.1329","7.0373","7.1971","7.0359","1.36%"
"Nov 07, 2018","7.0371","7.0243","7.1165","6.9979","0.29%"
"Nov 06, 2018","7.0165","6.9276","7.0848","6.9199","1.28%"
"Nov 05, 2018","6.9281","7.0765","7.1235","6.9121","-1.64%"
"Nov 02, 2018","7.0435","7.1673","7.1876","7.0155","-1.81%"
"Nov 01, 2018","7.1731","7.1298","7.2787","7.1135","0.63%"
"Oct 31, 2018","7.1282","6.9514","7.2005","6.9399","2.47%"
"Oct 30, 2018","6.9563","7.1174","7.1308","6.9406","-2.22%"
"Oct 29, 2018","7.1143","7.1791","7.1889","7.0742","-0.88%"
"Oct 26, 2018","7.1776","7.2141","7.2524","7.1377","-0.61%"
"Oct 25, 2018","7.2218","7.3509","7.4123","7.1994","-1.68%"
"Oct 24, 2018","7.3451","7.4380","7.5003","7.2987","-1.22%"
"Oct 23, 2018","7.4360","7.3369","7.6285","7.3343","1.19%"
"Oct 22, 2018","7.3483","7.3784","7.4056","7.3245","-0.37%"
"Oct 19, 2018","7.3755","7.3438","7.4393","7.2732","0.41%"
"Oct 18, 2018","7.3454","7.3170","7.4335","7.2233","0.32%"
"Oct 17, 2018","7.3223","7.4904","7.5264","7.2552","-2.33%"
"Oct 16, 2018","7.4973","7.6147","7.6753","7.4672","-1.49%"
"Oct 15, 2018","7.6109","7.7225","7.7401","7.5607","-1.48%"
"Oct 12, 2018","7.7250","7.8425","7.9287","7.6606","-1.50%"
"Oct 11, 2018","7.8425","8.0128","8.0476","7.7916","-2.18%"
"Oct 10, 2018","8.0176","8.0238","8.0751","7.8955","-0.02%"
"Oct 09, 2018","8.0193","7.9932","8.0481","7.9332","0.26%"
"Oct 08, 2018","7.9989","8.0444","8.1050","7.9481","-0.62%"
"Oct 05, 2018","8.0490","8.0177","8.0862","7.9447","0.31%"
"Oct 04, 2018","8.0245","7.8145","8.1059","7.8086","2.57%"
"Oct 03, 2018","7.8233","7.7674","7.9222","7.7433","0.72%"
"Oct 02, 2018","7.7674","7.7410","7.8578","7.6940","0.26%"
"Oct 01, 2018","7.7470","7.9008","7.9206","7.6708","-1.83%"
"Sep 28, 2018","7.8913","7.8559","7.9489","7.7575","0.40%"
"Sep 27, 2018","7.8601","8.0276","8.0670","7.7942","-2.27%"
"Sep 26, 2018","8.0427","8.1272","8.1760","7.9703","-0.99%"
"Sep 25, 2018","8.1231","8.0452","8.1906","7.9157","0.62%"
"Sep 24, 2018","8.0729","8.1632","8.2815","7.9211","-1.91%"
"Sep 21, 2018","8.2305","8.2027","8.3295","8.1630","0.07%"
"Sep 20, 2018","8.2248","8.2090","8.4407","8.0525","0.13%"
"Sep 19, 2018","8.2141","8.3793","8.4448","8.1575","-2.16%"
"Sep 18, 2018","8.3953","8.3101","8.4936","8.2747","1.04%"
"Sep 17, 2018","8.3088","8.0782","8.3314","8.0211","3.05%"
